"","song_id","title","release","artist_name","year"
"108061","SOHZJME12A8C136B85","A girl like you","A girl like you","Yanou feat. Mark Daviz",0
"61486","SOFQKOZ12AB0185E60","Relativity (LP Version)","Songs From The Night Before","David Sanborn",0
"101662","SOXWFHT12A8C13C744","The One","Underground Hip-Hop Volume 3","Jay Bizzy",0
"15351","SOQHIPP12A6D4F7627","Electra","Vagabond Ways","Marianne Faithfull",1999
"146986","SODABAN12A6D4FB1ED","Heart Of Clay","Hey Daddy","Charlie Louvin",0
"151751","SOGUMDQ12AC4687A9C","GI.GO","under-world","Merry",2009
"161357","SOZJPJO12A8C146425","I Will Love You All My Life","The Mountains Of Mourne - 16 Irish Favourites","Brian Dullaghan",0
"122785","SOYJUZP12A8C1327E8","Phony Calls (Parody of ""Waterfalls"" by TLC)","Bad Hair Day","Weird Al Yankovic",1996
"110475","SOCNGOR12AB018464F","Reina Rumba","Latin Music's First Lady","Celia Cruz and La Sonora Matancera",2004
"4135","SOKIMXX12AB018D211","Heading north (intro)","Exploring the Tributaries","Vibrasphere",2007
"126466","SOFEYHJ12AB017D07A","Stay A Customer","Spirit Of '94 : Version 9.0","Kaze & 9th Wonder",2005
"92857","SOAORRI12AB018B3E4","I Thought It Was You (But It Was Just Another Survey Call)","All Pretty People Live In Airports","Rest Of My Life",0
"22447","SOPYEPF12AC468B489","You Were Always the One","Come What Will","Patrick Park",2010
"115483","SOREUGN12AB018A9C6","Born Dead","Scare Tactics","Cause 4 Concern",0
"57476","SOOQTLG12A8C138E41","Son Fo","Mandali","Africando All Stars",2005
"6513","SOUZOHK12AC468F197","Save Me (Album Version)","Magnolia Soundtrack","Aimee Mann",0
"83506","SONQANJ12AB017BE1A","Make You Mine","Texasongs","Tommy Alverson",0
"164191","SOTODIR12AB0187CA5","Little Moon","Spotlite Series - Lost Nite & Crimson Records Vol. 1","Visions",0
"46224","SOOSTVH12AB0184B65","Truth Sets In","Avi Buffalo","Avi Buffalo",2010
"167626","SOSDHLP12AB017DE73","Super 8 (Pt.1)","The Document II","Quantic Soul Orchestra",0
"153815","SORFJBP12A67ADA56B","Nada del mundo real","Circo Beat","Fito Paez",1994
"101101","SOHIBVA12A8C13D40A","Spruch: Renate","Rata-Ta-Zong","Torfrock",1994
"26010","SOTGZWF12AB01876DB","Junior Painkiller","Ultra","Depeche Mode",1997
"112949","SOSTEGQ12A6701F489","To Wish This","Everybody's Angel","Tanita Tikaram",1991
"156016","SOXLFYZ12A8C139749","Tsirkus","Tsirkus","Flying Bulgar Klezmer Band - David Buchbinder_ Marilyn Lerner_ Dave Wall_ Andrew Downing_ Daniel Barnes_ Lori Freedman",0
"81395","SOXIMYX12AB018863C","Beautiful Lovely Jesus","Home","Jami Smith",2001
"29223","SOHTOQN12A8C140700","On Sunday They Will Kill The World","3 Originals","Ekseption",1970
"147494","SOWBLMX12A6D4F8E5D","Anybody Here (Album Version)","25","Sweet Honey In The Rock",0
"187210","SOLWTQU12AF72A417E","Longing Town","Phantom Moon","DUNCAN SHEIK",2001
"121017","SOEIBQJ12A6D4FBE01","Imagination/Crown Royal Suite","The Real Thing Words & Sounds Vol 3 Deluxe Edition","Jill Scott",0
"66136","SOUBUHY12A8C13ECB6","Time","Time","4 Clubbers feat. Silvy",0
"33462","SOMDSAK12A81C220BB","Unnatural Parents","Sellout","Dadajugend polyform",2008
"78155","SOFAMCT12AB0182F23","Secret Love","The Best Of Hammond & Trumpet","James Last",1988
"45262","SOESHDL12AB0180ABB","Aurora","Aurora","Alex Neri & Federico Locchi",2005
"17602","SOHYLXG12A8C13C17B","Nothing From Something (Album Version)","Ignition","The Offspring",1992
"186368","SOMSXKI12A8AE469C0","Burn My Shadow","Repo Men [Original Motion Picture Soundtrack]","UNKLE",2007
"131999","SOHZXVF12A58A7CF1D","Crowd Mentality (Feat. Uche)","Talk About It","M.I.",0
"62221","SOFBMJX12A8C1385FA","Felicidades","Grandes Éxitos","Dyango",2004
"98406","SOAQHEL12A8C135AE5","Look It's Raining Sunshine","The First Man Of Motown","Marv Johnson",0
"31149","SOXYCFX12A8C139F63","The Only Explanation","You've Got Me Now","Cleve Francis",0
"42195","SOWGTFY12AB017A88F","Don't","Little Bit of Everything","Billy Curringham",2008
"49063","SODIWLG12A6D4F680D","Oh Shu Ba (Lp)","First Signs Of Life","Gary Wright",0
"14419","SOKDJAD12A8C13D85F","Eternal Love","Hymn","American Boychoir",0
"78493","SOZISKO12AB01815D9","Shell Game Redux","New Lexicon","Paint it Black",2008
"136303","SORYCAX12AB018416B","In the Park","Cool Cool Rock Steady From Jamaica Original","Alva Reggie Lewis",0
"5913","SOCTRPJ12A8C1339BC","Just Another Day","Caravan Of Dreams","Peter White",0
"40806","SOCGLTF12AB0187E13","Always In Something","What Goes Around Comes Around","Dush Tray",0
"6206","SOTTNDA12A8AE47975","Valle Místico (Ruben's Song)","Conor Oberst","Conor Oberst",2008
"138515","SOPKPFW12A6D4F84BC","We Don't Stop (Explicit)","My Balls And My Word (Explicit)","Young Bleed",0
"53997","SOFASEN12A6D4FB745","Energie","Bleibt Alles Anders","Herbert Grönemeyer",1998
"50559","SOKOMAT12AAF3B247F","Love Has Come","The Heart Of Me","Kathy Troccoli",2002
"145391","SOROBEC12A6310D8D4","Street Music (Explicit)","Ad Nauseam","Derek & Clive",0
"160152","SOWMBUI12A8C13B121","Satt !!! (Club Cut)","Hardcore Vibes / Satt !!!","Rave Allstars",0
"176265","SOLLBWJ12AAF3B3ACE","Zona Tenebrosa","Puerta De Oro","Fidel Nadal",0
"122004","SOIXQLQ12AB018B545","Solely","Solely","Anhken",0
"24995","SOUEJKW12AC468BA29","Dando por detras","666","Angeles del Infierno",1989
"55214","SOMENWD12A8C141364","Bedroom Floor","Live At Chasse","Racoon",0
"92648","SOQHQTY12AB0189C52","Always","Always","Tin Tin Out",1998
"143291","SOKDHQU12AB018B0E3","Clavando las rodillas","Festival Latin Autor","Manu Tenorio",0
"167901","SOZVRKO12AB0188D6C","You're No Good","Lady Sings the Blues","Betty Everett",1963
"194224","SOWSGCZ12A6D4F6D3E","Subotnick","The Milk Of Human Kindness","Caribou (formerly Dan Snaith's Manitoba)",2005
"177910","SOJDAGJ12A6701F707","Tea Stain","The First Tindersticks Album","Tindersticks",1993
"60127","SOCVUMZ12AB0183040","Your Daddy Don't Mind","Cross Cuts","The Bishops",0
"192064","SOFSXKI12A8C1306BF","On The Street Corner","The Legendary Henry Stone Presents: Jimmy Bo Horne","Jimmy Bo Horne",0
"170084","SOQITFW12A8C13480C","Summer Ends","Summer Ends","Jetplane Landing",2001
"127541","SOYGLHO12A8C137058","SYNTINEN SAATANA","Pareina","Pohjannaula",2002
"117533","SOBTWVN12A8C1366F5","You Are Still God (Autobiography Album Version)","It Goes Like This","Scott Krippayne",0
"172676","SOCMHPC12A6D223C07","One Last Love Song","The BBC Sessions","The Beautiful South",1994
"33675","SOOMIBI12AB018A1D4","A los ""Romeros"". Todo termina en la vida. Y tú me haces llorar. Vamos a beber. Es mi camino. Cruzando el quema. Tus ojos verdes. Solano de las marismas. Llegaste a mí","Al compás del corazón","Guadaljarafe",0
"39054","SOYABJH12A81C22C48","Gatita caliente buscando cliente","Gabba Gabba Nancy","Nancys Rubias",0
"44422","SOJPDHM12AAF3B35A1","Midget Bible_ Biometrics_ And Sunday Drivers","One Winter Is Notenuf","Use",0
"10725","SOBVQCQ12A8C13846B","Boychild","Boychild (Remixes)","Mum",0
"140642","SONQKCN12A8C143CBB","Stagger Lee","Dream Lover","Bobby Rydell",0
"99967","SONUYVZ12AB017CD7D","All I Really Want To Do","Private Revolution","World Party",1986
"55165","SOUZHLK12A8C13E9B8","It's the Beat (Dub for Annie Mac)","Go Commando with JDH and Dave P","Simian Mobile Disco",2007
"157340","SOPODMI12A8C13327E","Trombone","Soca Gold 2005","Scrunter",0
"45414","SOEXTWE12AB0188753","Ain't That A Shame","I Dig Girls","Bobby Rydell",0
"11345","SOQSOPF12AB018C103","Mind Games","Solitudes Weakness","Verse",0
"157523","SOIGGLK12A67ADE7FF","Leaning In","The Soundings","Blue States",2004
"35535","SOKDIGL12A8C136983","Meilenweit","Meilenweit","Laith Al-Deen;Zoe",2004
"130139","SOGOMTH12A8C132098","Chances R","The Omaha Record","Bottom Of The Hudson",2003
"99675","SOBYZMI12A8C133928","New Day (Radio  Edit)","New Day","The Shapeshifters",0
"54726","SOGCILS12A81C23B4A","Sombras do Desejo","Música Para Ser Humano","Donna Maria",2007
"28279","SOZCFFJ12AB0181564","I Wonder Why","Backline Volume 46","Dion & The Belmonts",1958
"67427","SOJKSPH12AB017C76C","Hangable Auto Bulb","Hangable Auto Bulb","AFX",1995
"160822","SOJWKQE12AB0185D0E","Carrier","Hostile","The Pain Machinery",0
"99038","SONVLRA12A8C14559F","Stanley vs Hannah","Black Cat John Brown","Alamo Race Track",2006
"178460","SOSHSDO12A8C139974","Solid as a rock","Money sex and violence","Devon Russell & The Cultural Roots",0
"4477","SONBUNP12AB018D179","Meet The Stranger","4 DA Bass Lovers","Bass Patrol",0
"133540","SOAEDRQ12A8AE47207","A Talentless Tragic Kid's Cattle List","Brought to You by Nebraskafish","Capgun Coup",2007
"93694","SOWABYA12A8C133142","Honey Hush","Rock 'n' Roll In Black 'n' White","Joe Turner & Pluma Davis Orchestra",0
"74863","SOEDYDJ12A8AE45777","THE SOUL IS STRONG (LP Version)","I'm Easy","Keith Carradine",0
"117600","SOWPODJ12AB0183914","Nobody's Dead Here","Immer Etwas","Nice Face",0
"190388","SOGNDIM12AB0183A17","Me & My Vampire Friends","Karen Hater's Club","Bunnygrunt",2005
"79211","SOAFYUT12AC4689A5C","Untitled (Live Version)","Rain Or Shine","O.A.R.",0
"43974","SODTMLV12AF72A97BF","Girl Like You (Full Album Version)","In My Mind 1997-2007 - Best Of Bertine Zetlitz","Bertine Zetlitz",0
"51843","SOFWTVP12AB018783B","Brundlefly","Burger After Church","The Waybacks",2002
"23893","SOAGGIL12AB0184E29","Tight Work","Take a Dirt Nap Vol. 1","Dirt Bag",0
"90300","SOLYWZS12AB018C561","Who's Going Down in the Grave With Me","Gospel","The Mighty Clouds Of Joy",0
"52816","SOFPLWU12A8C139E51","Tengo Una Muñeca Que Regala Besos","Enemigos Intimos","Fito Paez",0
"168017","SORYRGP12A58A7B9D1","Dog-Gone It Baby_ I'm In Love","The Essential Carl Smith  1950-1956","Carl Smith",0
"81052","SOHVUKV12A58A79D58","I Want You To Know","Honky Tonk Rockabillies_ Volume 1","Ronnie Self",0
"78502","SOAKGGJ12AB018F1C7","El Senorito","Internacional","Oro Solido",1996
"18572","SOAEVTX12A8C1420B2","So Please","Armada Trance Tunes_ Vol. 2","EnMass",2005
"167751","SOBYDOG12AB017FFD1","God Damn I Am (Album Version)","The Late_ Late Show","Wednesday 13's Frankenstein Drag Queens From Planet 13",0
"159606","SOHPRZR12AB0182E95","The Revolution","Per Prove ed Errori","LU",0
"57104","SOJHISE12A8C1385CF","Sunrise To Sunset","Hear And Now","Gabriel Le Mar",2002
"97303","SOFEBLV12AB018DAB8","Waiting","10 Fresh 2010 Tunes","Dash Berlin",0
"10177","SOTRDPJ12A8C13AEC2","Mirta_ De Regreso","Tiempos Dificiles","Juan Carlos Baglietto",1982
"13040","SOYHPFD12AB017E939","Cassonetto Differenziato Per Il Frutto Del Peccato","Gattini","Elio E Le Storie Tese",1989
"19436","SOUOUOK12AB01893AF","Straight Out Da Bottle","Straight Out Da Bottle","G.I.N.",0
"183993","SOFDOFA12AB017B9B2","Dark Knight","Aim High  The Revolution","Scorcher",0
"50797","SOTKNHA12A8C142478","Make Me Sweat (feat. Tuff Enchant)","Freshmen","Nesian Mystik",2006
"148584","SOAEFVV12A8C145409","Sorry","Love Me For Me","Turbulence",0
"7024","SOHWCMH12AB017C21A","Flashback","Flashbacks","Double X",0
"184989","SOTYZTV12AB0189058","Music Maestro Please","Early Fats Waller Classics","Fats Waller",0
"160627","SOIOYRZ12A58A77CB3","Motherland (feat.Dj Ludvig)","Lemon Soul","Zen Lemonade",0
"185855","SOUIHME12A81C219F2","Zmenseny (live)","Nanotour","Tata Bojs",0
"93474","SOIPJFQ12AB017D7E4","Fraisheur","Milkshake","Cabanne",0
"4871","SOSNWJE12AB01859EB","What Would U Do","The Original vs. The Screwed & Chopped","Paul Wall & Chamillionaire",0
"79802","SOIUQHS12A6D4FE2B9","How About You?","Standards In Norway","Keith Jarrett_ Gary Peacock_ Jack DeJohnette",1989
"102618","SOADUTI12A8C13B750","Work This M.F.","The Digital Pimp Series Vol.2","DJ Deeon",1998
"91431","SOSREAY12AB0180BCF","Ghost audio","Undisputed true EP","Lenny Dee_ Radium",0
"117216","SODVMJW12A8C14522A","My Little Haunting","Live At Dead Lake","Hot Club De Paris",2008
"180120","SOOBHRO12AB018C07C","I've Been Watching You","Reggae Dishes","Rod Taylor",0
"109288","SOERFTV12A58A7AE78","What Does That Mean?","Questions","Us3",2004
"89670","SOSQMGF12A6310E288","I Hope You Dance","I Hope You Dance","Ronan Keating",2004
"154511","SOBUMZX12AB0182F8F","How Have We Come This Far","Conquering The Fear of Flight","Wavorly",2007
"157625","SOTAXBE12AB0186EC6","Eleanor Rigby","Blackbird: The Music Of Lennon And McCartney","Katie Noonan",2008
"3784","SOMSZBM12A6D4F9D29","BECHOVICE","Svata Pravda","DIVOKEJ BILL",0
"9356","SOPUTAG12A8C145B3C","A Million Raindrops","Bebo Norman","Bebo Norman",2008
"69850","SOKNPIE12AB01837B2","Rebal Without A Pause (live)","Revolverlution Tour 2003 Manchester","Public Enemy",2006
"20165","SORQDMQ12A6D4F91A3","Don't Make Me Cry","A's_ B's & EP's","Freddie & The Dreamers",1992
"141209","SORCHPS12A8AE47D52","Au Bout De Mes Rêves","Live 98 En Passant","Jean-Jacques Goldman",1982
"139846","SOCQSSI12A8C134F25","What Child Is This?","Christmas Joy","The Ventures",0
"35974","SOPSNBN12A58A75614","What's Up Wit' That (Amended Version)","Dirty Harriet","Rah Digga",2000
"70989","SOHJCNN12A8C13DB19","Grazie Davvero","Gli Anni '70","Premiata Forneria Marconi",1972
"15743","SOCIAAF12AB0189BDC","Loving Nancy","Dock Boggs_ Vol. 3","Dock Boggs",2008
"140979","SOYXSKZ12AB018B207","That's A Good Girl [Demo]","God Bless Tiny Tim: The Complete Reprise Studio Masters... And More","Tiny Tim",0
"28233","SOOEQOM12A8C139B11","Last One / Last One","Always Stay Sweet","His Name Is Alive",1999
"132831","SOIZQHT12A6D4F68DD","Pound Cake","Simitu","Cold Bleak Heat",2007
"1948","SOOZCFJ12AB017BC8A","The Kingdom","Kingdom of Madness","EDGUY",1997
"39540","SOQGLPH12A3F1EC22B","A Cause Du Slow","Un Concert Des Garcons Bouchers","Les Garçons Bouchers",0
"130054","SOSDRZZ12A58A7D78E","Ain't No Money  (LP Version)","Rhino Hi-Five: Rodney Crowell","RODNEY CROWELL",0
"184858","SOTFSEU12AC95F06BB","La condition pour aimer","Faux Movement","Autour de Lucie",2000
"62734","SOBIFMJ12A8C1371D5","Jimmy's Rocks","Jimmy Yancey Vol. 2 1940 - 1943","Jimmy Yancey",0
"176816","SOAMWPQ12A8C13BBAA","Golden_ Golden","Kiss The Tears Away","Silly Wizard",1983
"55352","SONPZCN12A8C137962","Boot2Boot","Kiss Kiss Kill Kill","HorrorPops",2008
"178464","SOBLMJW12AB018AF52","Agente Latino","The Finer Essence","Audio Lotion",2002
"185948","SOVUMZB12CF5826719","Prime Time","The Best Of Don McLean","Don McLean",1977
"98559","SOAYNMV12A8C13EA55","But Not for Me","At Cafe Des Copains","Jay McShann",0
"148590","SOFZUEK12AC4689B46","Go","Tired of living in the country","The Pss Pss",0
"135335","SOYLKFU12AB018555F","Ash Is Falling Rain","The End Of The Hour","Paths Of Possession",2007
"55279","SOZSUBW12A8C140ECE","Blooming 18","The Bridge","Ace of Base",1995
"24768","SODVXNW12AB017A8DB","Smoke 'Em If You Got 'Em","Growing Pains","John Smith",0
"4612","SOTRHZY12A6D4F79DC","Fighting Fit","Drawn To The Deep End","Gene",1996
"95525","SOJPUPT12A58A77A1D","Crazy Rap (Cold 45 & 2 Zig Zags)","The Good Times","Afroman",2001
"95072","SOCYZDJ12A67ADD524","Mäckie Messer","Ihre schönsten Lieder","Hildegard Knef",1988
"82827","SOEVECP12AC90726B5","Nem Vem Que Não Tem (Não Vem Que Não Tem) / É Preciso Lutar","Baile Do Simonal (Digital)","Marcelo D2",0
"74660","SOXGQEO12AB0181353","Pain Crawels In The Night","As One - Chapter Four","Metalium",0
"92204","SODQXAM12AF72A5EDE","First Day - Daniel Taylor Vocal Remix","First Day","Timo Maas",2005
"44783","SOECDDX12A8C13D337","The Human Race (Album Version)","Heroes & Friends","Randy Travis",1990
"183994","SOMTTAD12A6D4FB921","Like Herod","Government Commissions (BBC Sessions 1996-2003)","Mogwai",1997
"58784","SORCGQH12AB01860EF","He","US - 1956 - January","Al Hibbler",0
"63197","SOVNWCC12A6D4F9979","Can't Turn Back The Years","Both Sides","Phil Collins",1993
"111160","SOVWUXW12AB01808EA","Wish Me Well","Memphis Slim U.S.A.","Memphis Slim",1995
"27801","SOJBVKC12A8C13F9A0","State Street Rag","Louie Bluie Film Soundtrack","Howard Armstrong",0
"80171","SOCQEHY12AC46888EE","Bad New","Fuzztones Illegitimate Spawn Vol. II","Teko",0
"91764","SOHLBXD12A6D4F8D56","No lo se","Los Singles 1985-2005","Hombres G",2006
"88520","SONPRLB12A58A7B108","I'm Old Fashioned","Portrait Of My Love","Steve Lawrence",0
"191331","SOBDWIV12AB0188D01","Dead Lazers [Candie Hank Remix]","Dead Lazers","Kap Bambino",0
"49115","SOWGRZC12A8AE4561D","I Play Chicken With The Train (Album Version)","I Play Chicken With The Train","Cowboy Troy (Featuring Big & Rich)",0
"88700","SOILEFX12AB017EDCC","202 Light Years From Home","Alec Empire Vs. Merzbow Live CBGB's NYC 1998","Alec Empire & Merzbow",0
"195274","SOVGJLZ12AB0187C52","Early in the Morning","Everything Will Be Alright_ The Power of Gospel","The Edwin Hawkins Singers",1969
"119469","SOUEQGC12A8C1445F5","Girls_ Girls_ Girls","Show The World","Martin",0
"132500","SOGMBKH12A6D4F92AE","Fuente Esperanza (Nueva Mezcla) (2000 Digital Remaster)","El Mar No Cesa- Edición Especial","Héroes del Silencio",0
"53218","SOUMBUZ12A81C205ED","Thus Salvation","Fury And Flames","Hate Eternal",2008
"137074","SOJAFEW12AB018187B","A Escola","Bairro Do Amor","Jorge Palma",0
"142425","SORYXOO12A8C13F73F","Space Orchestra (Intro) (album)","American Allstars","Clutch Player",0
"43392","SODAMNS12AB0188777","Chaos Total (dahinter Gott)","Chaos Total","Welle: Erdball",2006
"160904","SOEKDAL12AB01844DA","Rap Status Intro","Gotta Get It Volume 1","Lieutenant_ DJ Fai",0
"28396","SOGWYFF12A6D4F9BB5","Los Angeles","Emotions","Murray Head",1979
"5342","SOLUFEJ12A6701E5F2","Girls Of Summer","Mad For Sadness","Arab Strap",1997
"185286","SOBADKR12A58A7F6C3","Freitog Noch'n Zimes","Channukah - Festival Of Lights","Ot Azoj Klezmerband",0
"192834","SOWRNON12A8C13F14C","Boundaries Are Cursed","Have You Ever Thought...","The Gamblers",0
"134324","SOIKXZQ12AB018177E","Lentoon","Ei kenenkään maa","Movetron",2008
"72070","SONDSLJ12A8C141E08","Wishing You Were Somehow Here Again","MASTERPIECE","Andrew Lloyd Webber",1986
"103688","SOTXXNF12AB01823E0","Written in Blood","Written In Blood","Gloomy Grim",2001
"183531","SOSLPGR12AB0184EC9","Le slam du coach","This Machine Kills Fingers (Live)","Les Malpolis",2009
"70885","SOSJZAC12A58A776A9","Magnetica (The Love That Moves The Sun And Stars Mix)","Nature Never Did Betray The Heart That Loved Her","Dub Trees",2000
"148440","SOCFVZJ12AB0186801","I Gotta Get Home","Progressively Funky","8th Day",0
"83933","SOESETJ12AB018D1D6","Workers","Waveform Transmission Vol. 3","Jeff Mills",1994
"117227","SOILFJT12A6D4F7D25","Fumo E Cenere - Half Playback","Sole Di Settembre","Finley",0
"116549","SORZHOR12A8C143F97","Magnetic North","Magnetic North EP","Palm Skin Productions",0
"18240","SOCIHZA12AB0189F4F","Gondolero - Original","Alfredo Sadel Selected Hits Vol. 2","Alfredo Sadel",0
"73000","SORYNHR12A8C13DBED","Graveyard Poem (Light My Fire Continued) (Live In Boston_ 1970) (2nd Show)","Live In Boston 1970","The Doors",0
"140168","SOAOJJR12AC9097ED8","Se Fue","Las Paginas De Mi Vida","Tito Gomez",0
"53699","SOAXWCV12A8C138280","If Every Day Was Like Christmas","She Loved Christmas","Sue Keller",2002
"30815","SOBBPEE12A8C13876D","The Nutcracker Op. 71_ Divertissement: Waltz of the Flowers","Tchaikovsky: The Nutcracker - excerpts","Philharmonia Orchestra/John Lanchbery",0
"154292","SOQQXVI12AC468B978","Qual É? (What's Going On)","Pare_ Olhe E Escute","Sandra Sá",0
"51748","SOBWURP12AB01887D6","Close Enough (Jask's Thaisoul Dub)","Close Enough / Take Me","Iz & Diz",0
